target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce
19aeaUawh3hsjLa8rHS2oqscXdGNVz8XEb,10,wallet,13kDy7NYmGCA82AaWntBDgBiPqgz8Nrjwg,True,True,11,19aeaUawh3hsjLa8rHS2oqscXdGNVz8XEb|97729143|1Bg8hBdzDG2TJweHZtTttZZDEdwv8WbEzS|9969789|17A16QmavnUfCW11DAApiJxp7ARnxN5pGX|293925926|14i2FEoaSPfKB66sfMdtNyYDcSDQ3MfnYY|294303111|1J2qkV34FBYoHaVrQEtGUxGp8JAJRHnubZ|228446106|13kDy7NYmGCA82AaWntBDgBiPqgz8Nrjwg,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|-0.00273222|-0.0866377|-0.00961682|-0.0866377|-0.00961682|0.801935|0.478363|0.792345|0.987745|0.891629
210646674,9,wallet,1HtUPLQWu1k1ZBmcvmiS6D8qREzjaFcdoD,True,True,10,210646674|1AHb2haJfpKCpKA66NqLqyXidLmYRDaPno|210624712|1MMcnw1Y8UdmoNBzfjxpg3LVeYawK3kPxD|209805539|14oBBogKoXagzGawpjz5HNqDNPAyMxpT9J|209681252|1Fz1MrSMaqfz5gRFDvQhe5iat4pZns3xaM|209681254|1HtUPLQWu1k1ZBmcvmiS6D8qREzjaFcdoD,transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.911328|0.989654|0.910629|0.989656|0.911609|0.989542|0.90984|0.988159|0.891567
13TDiJvmgwFj4ZUV7JY7KfHFhRWcLbY7Ax,8,wallet,14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,True,True,9,13TDiJvmgwFj4ZUV7JY7KfHFhRWcLbY7Ax|272411377|1GS7y1J4t5cGCWLWRq6MKaABP1eRUHrw8i|272153291|1E6La3GfEAFMXVJ6YjkAMGKykcpJVphLmn|272153298|1FjEN8uu2uPb4hhVTbDKcibeMnn9kVRUCw|152058261|14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.98897|0.91005|0.983985|0.910967|0.982299|0.909626|0.987338|0.89159
17ZLeueenchc8h54Stzbb7zgwC4u6puDuQ,8,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,9,17ZLeueenchc8h54Stzbb7zgwC4u6puDuQ|209493620|1DDtCPukd5dcH8udf3QqhjNB5qurHmioWu|209493623|1A88BK4ikW3GABn2YEYt9bxcDG5nBdpBrr|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.979543|0.910718|0.989561|0.91166|0.990013|0.91127|0.988872|0.891556
1A7wrb6xus1bP6en17KeX3d42k4gj1wVmr,8,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,9,1A7wrb6xus1bP6en17KeX3d42k4gj1wVmr|363774346|1mYmrkkgAS65DdBLbMrGSTr47JLF7WbXD|363664942|1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.989503|0.910237|0.989141|0.908039|0.968632|0.909146|0.98804|0.891562
1DTWaervHkEPhDDyHXTV2ab73LZVdKqEUn,8,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,9,1DTWaervHkEPhDDyHXTV2ab73LZVdKqEUn|363774346|1mYmrkkgAS65DdBLbMrGSTr47JLF7WbXD|363664942|1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.989503|0.910237|0.989141|0.908039|0.968632|0.909146|0.98804|0.891562
1FpaW6xDZz6o3cuNZTNu589EPifMHhLPFg,8,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,9,1FpaW6xDZz6o3cuNZTNu589EPifMHhLPFg|309553229|1LubGtRhE2GhoR3VYXnLRKwHG1JcN6m5B|210915044|3Q6vpPnVByYUibeDLUYMD2ExuMsErzYFxw|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.974896|0.912084|0.971247|0.910009|0.990013|0.91127|0.988872|0.891556
1GUZ9oUWqFqqZXsgA5CpsjnBPq4WQAfxGw,8,wallet,146r5W24RX4foDE8T8osTuKhhZmQRVbqTE,True,True,9,1GUZ9oUWqFqqZXsgA5CpsjnBPq4WQAfxGw|8827141|15FfNJvETxBbrUvbe36JgcoijWjo3v8s7h|44457829|1JuUyWAxwbkWwHZPhNTBwJyNwzRphmVJM9|175509999|13fgWvyoEUyoT7CQEmEagdDQmNcdX8cGkr|174757904|146r5W24RX4foDE8T8osTuKhhZmQRVbqTE,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.981446|-0.08663|-0.00961682|-0.0866367|-0.00961682|0.911603|0.988003|0.891504
1LAzUoLsv8GvZAjyBkHfHAsrUpjk4RaHFD,8,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,9,1LAzUoLsv8GvZAjyBkHfHAsrUpjk4RaHFD|322441061|1LubGtRhE2GhoR3VYXnLRKwHG1JcN6m5B|210915044|3Q6vpPnVByYUibeDLUYMD2ExuMsErzYFxw|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,wallet|transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.984777|0.912084|0.971247|0.910009|0.990013|0.91127|0.988872|0.891556
209493620,7,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,8,209493620|1DDtCPukd5dcH8udf3QqhjNB5qurHmioWu|209493623|1A88BK4ikW3GABn2YEYt9bxcDG5nBdpBrr|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.910718|0.989561|0.91166|0.990013|0.91127|0.988872|0.891556
54824221,7,wallet,13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,True,True,8,54824221|17C7Cqdr8eK61vyJXeYFapyqii5hFYoysD|288463486|1Nd4WoUggkZ71AYxsAVPChMzSztrFKduvY|288354980|12A7QqFVrYt945mnn5pT9aYP42AUZimXk3|288125316|13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,transaction|wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.908942|0.982122|0.909468|0.980026|0.907198|0.985405|0.891716
15gY2BzZsZsnqibqghqkct9vrHC5Ef9EFd,6,wallet,1M8Fny5jqfuPXsnqxJjBF9QXTvnWoMdJnv,True,True,7,15gY2BzZsZsnqibqghqkct9vrHC5Ef9EFd|163918770|12pGtoaZSV32ogbDPgpGtbUuvbuFX6mRwp|166093184|1MupTTCbiUcRJt2RL9YSmZaiysMq4pzcCx|164771795|1M8Fny5jqfuPXsnqxJjBF9QXTvnWoMdJnv,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.983276|0.905379|0.989034|0.896827|0.987179|0.891644
18o7SiZdP4fnqHba1apmddjrevK9g9a8tU,6,wallet,19pTqvj8n5cpUUuStCJYXD6B6mVz27C8T9,True,True,7,18o7SiZdP4fnqHba1apmddjrevK9g9a8tU|339095576|1EEBLnvKenqN3YHdJqubveLbn29EQ3SRHG|167064478|16kC4cey7YWCEGH1XXn5NTCRcNQ2vxcYDK|339058321|19pTqvj8n5cpUUuStCJYXD6B6mVz27C8T9,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.987871|0.219548|0.419402|0.908053|0.98742|0.891532
175757130,5,wallet,1Jfe3GPejnM3Dng2LkGH5MFNaPSZmRYaLm,True,True,6,175757130|144i3J7HbsciBZXh3tbSijmgGmjBrQpJeT|175444963|141RLAHAGpzSCUc4Aq4ZEQ92BELDLX5yDg|190444615|1Jfe3GPejnM3Dng2LkGH5MFNaPSZmRYaLm,transaction|wallet|transaction|wallet|transaction|wallet,|-0.0866377|-0.00961682|0.910953|0.987087|0.8915
363664942,5,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,6,363664942|1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,transaction|wallet|transaction|wallet|transaction|wallet,|0.908039|0.968632|0.909146|0.98804|0.891562
209493623,5,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,6,209493623|1A88BK4ikW3GABn2YEYt9bxcDG5nBdpBrr|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,transaction|wallet|transaction|wallet|transaction|wallet,|0.91166|0.990013|0.91127|0.988872|0.891556
85002291,5,wallet,1AyAJzAzpCop3yM7GvaAsZ3KQi8K5LJSrm,True,True,6,85002291|1GDYsY9M7Mg9SiF2D3vXAAAdDH8W3u27ku|272156963|3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf|272078301|1AyAJzAzpCop3yM7GvaAsZ3KQi8K5LJSrm,transaction|wallet|transaction|wallet|transaction|wallet,|0.912686|0.404286|0.908529|0.987951|0.891602
85254409,5,wallet,14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,True,True,6,85254409|1NVEJCqE5nZdo53QBM1ymRkM9bxGHxeiqM|84752783|1Dhvyd3efW1cYEo3xTymMjy8PKW9DnMx9J|84368623|14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,transaction|wallet|transaction|wallet|transaction|wallet,|0.911132|0.987146|0.911612|0.987691|0.891611
54878909,5,wallet,17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,True,True,6,54878909|1ba7EWdp5w6a6cTDtCToBfzySAixb8EvM|63069519|16CSZmdfRq4Z6NZDVWRCMDX9ZCkz4q23Kf|69695707|17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,transaction|wallet|transaction|wallet|transaction|wallet,|0.9071|0.717951|0.909912|0.984419|0.891728
12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE,4,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,5,12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE|114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,wallet|transaction|wallet|transaction|wallet,|0.98864|0.902377|0.982182|0.891763
12papRsdzeff5gy55TpABRxDGzxkkGQyPy,4,wallet,19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,True,True,5,12papRsdzeff5gy55TpABRxDGzxkkGQyPy|189984406|1263GdxEEhx446QgqNENmsLdPUFnQEM5PC|189984660|19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,wallet|transaction|wallet|transaction|wallet,|0.989625|0.91169|0.989302|0.891536
13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ,4,wallet,1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,True,True,5,13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ|277798486|1GdFi63RbYSrcFjujYjePEdMgaWWDm9Bvr|299374289|1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,wallet|transaction|wallet|transaction|wallet,|0.990062|0.904071|0.987981|0.891596
143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR,4,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,5,143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,wallet|transaction|wallet|transaction|wallet,|0.98385|0.910214|0.988556|0.891574
14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR,4,wallet,1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,True,True,5,14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR|163865631|1Fus55hbY1TDj4GQXFMKqXNcRuKcvXZDZU|145395710|1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,wallet|transaction|wallet|transaction|wallet,|0.926333|0.910924|0.987108|0.891641
14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P,4,wallet,133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,True,True,5,14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P|209952987|1G3SeLHAo1uZxsKEu9QSipcHX598m8BBBz|209541751|133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,wallet|transaction|wallet|transaction|wallet,|0.976655|0.911179|0.988465|0.891556
175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky,4,wallet,1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,True,True,5,175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky|378151531|1Ba2CT84EhVo4egpSaTYD7mWe3t7UVuQ1b|378065243|1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,wallet|transaction|wallet|transaction|wallet,|0.989778|0.910957|0.989084|0.891539
17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn,4,wallet,149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,True,True,5,17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn|163653260|19gx6ikyBtKPutuMLDK1m87YX24pasmAiJ|163653262|149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,wallet|transaction|wallet|transaction|wallet,|0.990083|0.910485|0.987152|0.891651
17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ,4,wallet,12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,True,True,5,17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ|355222038|161tZUfNiT7qPzT7N1z7MZshdFtpxGjty9|355008580|12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,wallet|transaction|wallet|transaction|wallet,|0.990115|0.910933|0.985996|0.891687
1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ,4,wallet,12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,True,True,5,1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ|378592973|1ComD2Bm3xBWVGEp28q1jdY4dz2MCAnT14|378415649|12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,wallet|transaction|wallet|transaction|wallet,|0.990112|0.91142|0.989082|0.891539
1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.967913|0.909935|0.985858|0.89166
1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx,4,wallet,1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,True,True,5,1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx|296712837|1DnCzg8C1mq9WeKKBXNKmx2T1FExhfZEzq|296712537|1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,wallet|transaction|wallet|transaction|wallet,|0.90831|0.910376|0.988726|0.891574
1H65YYYeYors3YorCETZm8aUcHjJMBHj4P,4,wallet,14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,True,True,5,1H65YYYeYors3YorCETZm8aUcHjJMBHj4P|382988791|1L4Zmsw8nA2HicWL1aYaL282xrVK8HnMTY|382974340|14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,wallet|transaction|wallet|transaction|wallet,|0.801623|0.452782|0.169139|0.892298
1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE,4,wallet,1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,True,True,5,1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE|363087092|1EsnjG2mgXwtCmQU4hwepSVLSkmZqrcZtr|362956463|1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,wallet|transaction|wallet|transaction|wallet,|0.990048|0.910904|0.988876|0.891561
1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ,4,wallet,118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,True,True,5,1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ|133751208|1FgUKs84UaCL459hmocDZ1bjU36HZGsYRw|163690519|118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,wallet|transaction|wallet|transaction|wallet,|0.989873|0.910779|0.987206|0.891641
1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj,4,wallet,1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,True,True,5,1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj|299119177|17RDxcCsrGF3pwH69dSA6MHLTaVFiHN3xk|298980158|1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,wallet|transaction|wallet|transaction|wallet,|0.580266|0.909662|0.987279|0.891649
1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF,4,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,5,1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet,|0.968632|0.909146|0.98804|0.891562
1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4,4,wallet,1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,True,True,5,1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4|97408977|1hDt8GWJFrkxwzVAwzga9jLoSzX3RGXsi|97066702|1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,wallet|transaction|wallet|transaction|wallet,|0.92479|0.90251|0.976683|0.891817
279424082,3,wallet,1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,True,True,4,279424082|1EX5vj3fbq7EjCyyfVC4U3bao2zSi1Rsrm|44995911|1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,transaction|wallet|transaction|wallet,|0.912368|0.989069|0.891589
