target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce,chain_phi_add,chain_phi_asym
363664942,5,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,6,363664942|1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,transaction|wallet|transaction|wallet|transaction|wallet,|0.401564|0.331353|0.402672|0.350761|0.385088,|0.200782|0.331353|0.201336|0.350761|0.385088,|0.0323735|-0.000575662|-0.0289893|0.0312383|0.244449
209493623,5,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,6,209493623|1A88BK4ikW3GABn2YEYt9bxcDG5nBdpBrr|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,transaction|wallet|transaction|wallet|transaction|wallet,|0.405186|0.352734|0.404796|0.351594|0.385082,|0.135062|0.352734|0.202398|0.351594|0.385082,|0.00109035|-0.00127834|0.00500214|0.000579774|0.313612
85254409,5,wallet,14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,True,True,6,85254409|1NVEJCqE5nZdo53QBM1ymRkM9bxGHxeiqM|84752783|1Dhvyd3efW1cYEo3xTymMjy8PKW9DnMx9J|84368623|14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,transaction|wallet|transaction|wallet|transaction|wallet,|0.404658|0.349868|0.405137|0.350413|0.385136,|0.202329|0.349868|0.202569|0.350413|0.385136,|0.206478|-0.000567794|0.00278023|0.0391665|0.270963
54878909,5,wallet,17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,True,True,6,54878909|1ba7EWdp5w6a6cTDtCToBfzySAixb8EvM|63069519|16CSZmdfRq4Z6NZDVWRCMDX9ZCkz4q23Kf|69695707|17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,transaction|wallet|transaction|wallet|transaction|wallet,|0.400625|0.080672|0.403437|0.34714|0.385253,|0.200313|0.080672|0.201719|0.17357|0.385253,|0.148046|0.000288725|0.0746005|-0.10352|0.107847
12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE,4,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,5,12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE|114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,wallet|transaction|wallet|transaction|wallet,|0.351361|0.395902|0.344903|0.385289,|0.351361|0.197951|0.344903|0.385289,||0.214999|0.0237491|0.0555322
12gF9EAmod9AynTNtQGVtdF9o7nxMSviYE,4,wallet,191tAAapWjwFcwxHAHHknUyFfcri9GdGX1,True,True,5,12gF9EAmod9AynTNtQGVtdF9o7nxMSviYE|219565903|19kiYrzGLdgrvzJbudyre3mEhePgazuYkv|218091572|191tAAapWjwFcwxHAHHknUyFfcri9GdGX1,wallet|transaction|wallet|transaction|wallet,|0.343862|0.396214|0.334618|0.398878,|0.343862|0.0566021|0.334618|0.0997195,||0.00508802|0.174618|0.0291018
12papRsdzeff5gy55TpABRxDGzxkkGQyPy,4,wallet,19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,True,True,5,12papRsdzeff5gy55TpABRxDGzxkkGQyPy|189984406|1263GdxEEhx446QgqNENmsLdPUFnQEM5PC|189984660|19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,wallet|transaction|wallet|transaction|wallet,|0.352346|0.405216|0.352024|0.385062,|0.352346|0.202608|0.352024|0.385062,||0.0115321|0.00183135|0.3188
13b1bWU9FQk8mLEv8dQPpCNM399pEVfFKL,4,wallet,15orKRfof71FC15Gna4cDxR6zo8iEYFALa,True,True,5,13b1bWU9FQk8mLEv8dQPpCNM399pEVfFKL|15857236|1B7Q3Ba49ccd7D9w67vVKEAUraG3jtpUUs|15857241|15orKRfof71FC15Gna4cDxR6zo8iEYFALa,wallet|transaction|wallet|transaction|wallet,|0.351904|0.403632|0.352728|0.395994,|0.351904|0.201816|0.117576|0.197997,||0.0261252|-7.92742e-06|0.0098516
13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ,4,wallet,1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,True,True,5,13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ|277798486|1GdFi63RbYSrcFjujYjePEdMgaWWDm9Bvr|299374289|1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,wallet|transaction|wallet|transaction|wallet,|0.352783|0.397596|0.350703|0.385122,|0.352783|0.132532|0.350703|0.0962804,||0.000304202|0.000211656|-0.00133471
143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR,4,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,5,143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,wallet|transaction|wallet|transaction|wallet,|0.346571|0.40374|0.351278|0.3851,|0.346571|0.20187|0.351278|0.19255,||0.0136984|0.0313621|-0.00209954
14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR,4,wallet,1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,True,True,5,14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR|163865631|1Fus55hbY1TDj4GQXFMKqXNcRuKcvXZDZU|145395710|1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,wallet|transaction|wallet|transaction|wallet,|0.289055|0.404449|0.34983|0.385167,|0.289055|0.0505562|0.34983|0.385167,||0.00564367|0.221442|0.234103
14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P,4,wallet,133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,True,True,5,14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P|209952987|1G3SeLHAo1uZxsKEu9QSipcHX598m8BBBz|209541751|133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,wallet|transaction|wallet|transaction|wallet,|0.339377|0.404705|0.351187|0.385082,|0.339377|0.057815|0.351187|0.385082,||-0.000699946|0.00345099|0.342073
175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky,4,wallet,1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,True,True,5,175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky|378151531|1Ba2CT84EhVo4egpSaTYD7mWe3t7UVuQ1b|378065243|1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,wallet|transaction|wallet|transaction|wallet,|0.3525|0.404482|0.351806|0.385064,|0.0704999|0.202241|0.351806|0.385064,||0.00666672|0.00167584|0.324321
17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn,4,wallet,149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,True,True,5,17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn|163653260|19gx6ikyBtKPutuMLDK1m87YX24pasmAiJ|163653262|149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,wallet|transaction|wallet|transaction|wallet,|0.352805|0.40401|0.349874|0.385177,|0.117602|0.202005|0.349874|0.385177,||0.138868|0.000898659|0.212808
17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ,4,wallet,12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,True,True,5,17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ|355222038|161tZUfNiT7qPzT7N1z7MZshdFtpxGjty9|355008580|12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,wallet|transaction|wallet|transaction|wallet,|0.352837|0.404459|0.348718|0.385213,|0.117612|0.202229|0.348718|0.385213,||0.128594|0.00150895|0.173555
19XJLCychqE4PYPh8g7chvdbR83vXrfiFP,4,wallet,1LZcFeipRTBJG5XJDuC2tqFxYnbcv8qAVB,True,True,5,19XJLCychqE4PYPh8g7chvdbR83vXrfiFP|372726662|182eY4QY1oFEopMkciY2Qe4gCWorkxswnp|196003058|1LZcFeipRTBJG5XJDuC2tqFxYnbcv8qAVB,wallet|transaction|wallet|transaction|wallet,|0.348527|0.401459|0.349533|0.371285,|0.348527|0.20073|0.349533|0.185643,||0.0065847|0.0938798|0.0204374
1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ,4,wallet,12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,True,True,5,1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ|378592973|1ComD2Bm3xBWVGEp28q1jdY4dz2MCAnT14|378415649|12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,wallet|transaction|wallet|transaction|wallet,|0.352833|0.404946|0.351804|0.385064,|0.176417|0.202473|0.351804|0.385064,||0.0150491|0.00045979|0.324274
1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.330634|0.40346|0.348579|0.385186,|0.330634|0.20173|0.348579|0.385186,||-0.0203681|0.531075|0.168734
1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx,4,wallet,1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,True,True,5,1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx|296712837|1DnCzg8C1mq9WeKKBXNKmx2T1FExhfZEzq|296712537|1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,wallet|transaction|wallet|transaction|wallet,|0.271031|0.403901|0.351447|0.385099,|0.271031|0.100975|0.351447|0.385099,||-0.0653525|-0.0396963|0.298953
1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE,4,wallet,1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,True,True,5,1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE|363087092|1EsnjG2mgXwtCmQU4hwepSVLSkmZqrcZtr|362956463|1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,wallet|transaction|wallet|transaction|wallet,|0.352769|0.40443|0.351598|0.385086,|0.0320699|0.202215|0.351598|0.385086,||0.0148503|0.000527978|0.296661
1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ,4,wallet,118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,True,True,5,1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ|133751208|1FgUKs84UaCL459hmocDZ1bjU36HZGsYRw|163690519|118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,wallet|transaction|wallet|transaction|wallet,|0.352594|0.404305|0.349928|0.385167,|0.352594|0.202152|0.349928|0.385167,||0.0200827|0.0017826|0.237504
1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF,4,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,5,1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet,|0.331353|0.402672|0.350761|0.385088,|0.331353|0.201336|0.350761|0.385088,||-0.0289893|0.0312383|0.244449
1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4,4,wallet,1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,True,True,5,1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4|97408977|1hDt8GWJFrkxwzVAwzga9jLoSzX3RGXsi|97066702|1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,wallet|transaction|wallet|transaction|wallet,|0.287511|0.396036|0.339405|0.385343,|0.287511|0.0660059|0.339405|0.385343,||-0.0540681|0.00863516|-0.057094
279424082,3,wallet,1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,True,True,4,279424082|1EX5vj3fbq7EjCyyfVC4U3bao2zSi1Rsrm|44995911|1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,transaction|wallet|transaction|wallet,|0.405894|0.35179|0.385115,|0.0811787|0.35179|0.385115,|0.124488|0.640431|0.276689
94654272,3,wallet,1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,True,True,4,94654272|1GM6HKftDnXb2qk7dSEELFabxyGXApR1a5|94372683|1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,transaction|wallet|transaction|wallet,|0.402782|0.348038|0.385022,|0.201391|0.348038|0.385022,|0.0360467|0.00231791|0.0886442
175046769,3,wallet,16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,True,True,4,175046769|1CB6C2B8RhoNPpfEbEnQvSVYvuqjDLMU73|174759163|16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,transaction|wallet|transaction|wallet,|0.404701|0.350804|0.385029,|0.20235|0.350804|0.385029,|0.0156598|0.000234067|0.23205
205920729,3,wallet,1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,True,True,4,205920729|1CpDhHzAvLnjU6crBde5LN2ELAhE2jbeof|175759710|1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,transaction|wallet|transaction|wallet,|0.403502|0.345899|0.385047,|0.201751|0.345899|0.385047,|0.010162|0.00026077|0.0611293
216384922,3,wallet,1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,True,True,4,216384922|1D4BiGayTzyZDBtwJCYf7GLk6QkrGW8xhX|175758299|1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,transaction|wallet|transaction|wallet,|0.40476|0.35065|0.385029,|0.20238|0.35065|0.385029,|0.0206074|0.000183523|0.240436
340072976,3,wallet,19iL8gi9rQGDroFKbaPf5TH7yRpcAXHHuK,True,True,4,340072976|1Hov9TGdnQ5txMRFnkP3XWz98gRgnzqCqA|339643099|19iL8gi9rQGDroFKbaPf5TH7yRpcAXHHuK,transaction|wallet|transaction|wallet,|0.406595|0.353047|0.357179,|0.203298|0.353047|0.17859,|0.00325042|-0.000154316|0.00698751
15857236,3,wallet,15orKRfof71FC15Gna4cDxR6zo8iEYFALa,True,True,4,15857236|1B7Q3Ba49ccd7D9w67vVKEAUraG3jtpUUs|15857241|15orKRfof71FC15Gna4cDxR6zo8iEYFALa,transaction|wallet|transaction|wallet,|0.403632|0.352728|0.395994,|0.201816|0.117576|0.197997,|0.0261252|-7.92742e-06|0.0098516
244629239,3,wallet,12CV5js5iBA3viX5SmLukcwa67tS65wbuT,True,True,4,244629239|1EhoHN8rq8GGA11UVHSCy1SWcoohwGyqk5|243781008|12CV5js5iBA3viX5SmLukcwa67tS65wbuT,transaction|wallet|transaction|wallet,|0.404952|0.351772|0.385059,|0.202476|0.351772|0.385059,|0.00616473|0.000833988|0.323022
99258743,3,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,4,99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,transaction|wallet|transaction|wallet,|0.40374|0.351278|0.3851,|0.20187|0.351278|0.19255,|0.0136984|0.0313621|-0.00209954
194305890,3,wallet,16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,True,True,4,194305890|1Q1rFGRbyDDQyt86mw6JttGoswGJUhaW56|314046178|16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,transaction|wallet|transaction|wallet,|0.404426|0.35052|0.385108,|0.202213|0.35052|0.385108,|-0.000374347|0.012397|0.325305
266712227,3,wallet,18zL4FuVfVQvaBrwAn3jarxp4YJEvHtRAs,True,True,4,266712227|154fWeQUQgQWHVGNqcmbc8VxPVq7Cd2Qbp|272273597|18zL4FuVfVQvaBrwAn3jarxp4YJEvHtRAs,transaction|wallet|transaction|wallet,|0.403487|0.351056|0.292091,|0.201744|0.351056|0.146045,|0.156587|0.0157157|0.446923
272088734,3,wallet,19yYEwstiwMgHCtSfySypF2qBV4qG5rhcU,True,True,4,272088734|12at81gDHtGdvWv3VwuxT9eCaSofQR2A8K|272088740|19yYEwstiwMgHCtSfySypF2qBV4qG5rhcU,transaction|wallet|transaction|wallet,|0.404776|0.34849|0.385168,|0.0674627|0.34849|0.192584,|-0.0194|-0.0574837|-0.0513346
269503235,3,wallet,1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,True,True,4,269503235|14tTvoRrQqT3NRmQoSvCG5jYGMnPiKx9t6|268792024|1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,transaction|wallet|transaction|wallet,|0.404638|0.349914|0.385139,|0.202319|0.349914|0.385139,|0.0752487|0.00127482|0.190903
89199852,3,wallet,1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,True,True,4,89199852|115KU5zFdghC4GdoU4d7yknxTb71LW9Sd|145395709|1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,transaction|wallet|transaction|wallet,|0.404118|0.349832|0.385167,|0.202059|0.349832|0.385167,|0.0230646|0.00125325|0.234225
92727932,3,wallet,1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,True,True,4,92727932|12QCnBpR4QYg9ivpXquAxfSdsWsvTHqsCd|92727933|1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,transaction|wallet|transaction|wallet,|0.40439|0.348326|0.385224,|0.202195|0.348326|0.385224,|0.145841|0.00354743|0.159865
288347142,3,wallet,1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,True,True,4,288347142|1P361HmcVw1ztXr7gYvo6FrB2thhErodhp|288148015|1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,transaction|wallet|transaction|wallet,|0.401328|0.348065|0.385232,|0.200664|0.348065|0.385232,|0.125313|0.0360925|0.150874
288354980,3,wallet,13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,True,True,4,288354980|12A7QqFVrYt945mnn5pT9aYP42AUZimXk3|288125316|13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,transaction|wallet|transaction|wallet,|0.400724|0.348126|0.385242,|0.200362|0.348126|0.128414,|0.148572|0.381266|-0.00282178
67603017,3,wallet,1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,True,True,4,67603017|1F65vGr1ZEMo6frrVh5gRwNXAjsYsGRfEG|70384401|1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,transaction|wallet|transaction|wallet,|0.401596|0.347179|0.385248,|0.200798|0.347179|0.385248,|0.198859|0.00549358|0.126167
114626822,3,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,4,114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,transaction|wallet|transaction|wallet,|0.395902|0.344903|0.385289,|0.197951|0.344903|0.385289,|0.214999|0.0237491|0.0555322
12662264,3,wallet,1FXvymTcLMTpUyXzkFzyhe1ZMEVomWQgwf,True,True,4,12662264|1PjnYCFesKBk9yFfhjrtVKjiUVsWtr26VY|12662269|1FXvymTcLMTpUyXzkFzyhe1ZMEVomWQgwf,transaction|wallet|transaction|wallet,|0.405356|0.353051|0.405006,|0.202678|0.353051|0.202503,|0.0190121|-0.000273466|0.249403
