target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce,chain_phi_add,chain_phi_asym
194305890,3,wallet,16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,True,True,4,194305890|1Q1rFGRbyDDQyt86mw6JttGoswGJUhaW56|314046178|16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,transaction|wallet|transaction|wallet,|0.286767|0.409246|0.281056,|0.143384|0.409246|0.281056,|-0.00152037|0.0407791|0.422517
269503235,3,wallet,1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,True,True,4,269503235|14tTvoRrQqT3NRmQoSvCG5jYGMnPiKx9t6|268792024|1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,transaction|wallet|transaction|wallet,|0.282691|0.400145|0.280988,|0.141346|0.400145|0.280988,|0.0120824|0.00117481|0.234513
89199852,3,wallet,1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,True,True,4,89199852|115KU5zFdghC4GdoU4d7yknxTb71LW9Sd|145395709|1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,transaction|wallet|transaction|wallet,|0.288088|0.409525|0.281114,|0.144044|0.409525|0.281114,|0.00140429|0.00919902|0.387317
92727932,3,wallet,1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,True,True,4,92727932|12QCnBpR4QYg9ivpXquAxfSdsWsvTHqsCd|92727933|1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,transaction|wallet|transaction|wallet,|0.285621|0.407321|0.28114,|0.14281|0.407321|0.28114,|0.00870413|0.00150299|0.327847
288347142,3,wallet,1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,True,True,4,288347142|1P361HmcVw1ztXr7gYvo6FrB2thhErodhp|288148015|1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,transaction|wallet|transaction|wallet,|0.281995|0.406853|0.281145,|0.140997|0.406853|0.281145,|0.00411904|-0.00571555|0.309767
288354980,3,wallet,19Yp2Zt8uwu1ctRmEeC8A8F8iUVWe4S84M,True,True,4,288354980|12A7QqFVrYt945mnn5pT9aYP42AUZimXk3|288125316|19Yp2Zt8uwu1ctRmEeC8A8F8iUVWe4S84M,transaction|wallet|transaction|wallet,|0.285208|0.406805|0.281141,|0.142604|0.406805|0.0937137,|-0.00452271|0.215157|0.00112569
67603017,3,wallet,1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,True,True,4,67603017|1F65vGr1ZEMo6frrVh5gRwNXAjsYsGRfEG|70384401|1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,transaction|wallet|transaction|wallet,|0.28353|0.405293|0.281148,|0.141765|0.405293|0.281148,|0.0206589|0.00292814|0.285914
114626822,3,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,4,114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,transaction|wallet|transaction|wallet,|0.271017|0.400159|0.281146,|0.135509|0.400159|0.281146,|0.0683908|-0.00249881|0.195279
98068542,3,wallet,14UjWaPa9MaQcPyFLq9Yo4vTiMVNRF6JCS,True,True,4,98068542|1K3bLS1hqapp7kNgq3kKupxHFVE2LeUAZh|78065983|14UjWaPa9MaQcPyFLq9Yo4vTiMVNRF6JCS,transaction|wallet|transaction|wallet,|0.278632|0.314951|0.280998,|0.0696579|0.314951|0.031222,|0.0656089|-0.0686126|0.000838098
71988265,3,wallet,15EwbaS7C6iTq971WCNRr519BDP21nWtkQ,True,True,4,71988265|1LMVzE1Ci765BpqxG7bK55SABLMf3YkfHQ|71450339|15EwbaS7C6iTq971WCNRr519BDP21nWtkQ,transaction|wallet|transaction|wallet,|0.283168|0.286018|0.280984,|0.141584|0.0953393|0.280984,|0.0034644|0.00426912|-0.135296
71988753,3,wallet,1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,True,True,4,71988753|1ERJcygiAXZfvVWv1TjqNpncMuWirsiQXX|71450516|1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,transaction|wallet|transaction|wallet,|0.270854|0.230893|0.280941,|0.135427|0.230893|0.280941,|0.443387|0.014233|-0.179791
218400096,3,wallet,1LeCHwUksk6CSgT58Y2VNQMbpKoCoDRc9N,True,True,4,218400096|1MKNjXd16X5LuoxbKy2KcfW28oZpE7DavN|218091577|1LeCHwUksk6CSgT58Y2VNQMbpKoCoDRc9N,transaction|wallet|transaction|wallet,|0.283572|0.399967|0.281223,|0.0405103|0.399967|0.0562446,|0.014201|0.0280188|0.0569907
219543494,3,wallet,19s4KfPSSeLXorkEgcm6W4SR2iRs2FqfyL,True,True,4,219543494|1PXTsK9NoznnN2GoWG7gUfwYVWxBmQvYxu|218166682|19s4KfPSSeLXorkEgcm6W4SR2iRs2FqfyL,transaction|wallet|transaction|wallet,|0.284559|0.399188|0.281185,|0.0569118|0.399188|0.0147992,|0.0238045|0.0154104|0.000225368
226668066,2,transaction,218190265,True,True,3,226668066|1AX5oZuY4v39CeXziAC1XMTm7cfFUrMpKZ|218190265,transaction|wallet|transaction,|0.292417|0.413916,|0.146209|0.413916,|0.001775|0.00164789
166226732,2,transaction,349622760,True,True,3,166226732|1PjktAUBbYBzETuazp5JwM6bViGoUpbrsf|349622760,transaction|wallet|transaction,|0.287841|0.394019,|0.14392|0.394019,|-0.00553|0.0178572
69997426,2,transaction,88250674,True,True,3,69997426|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0117269|-2.98023e-08
136272459,2,transaction,88250674,True,True,3,136272459|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0105188|0
247487089,2,transaction,88250674,True,True,3,247487089|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.009772|-2.98023e-08
272077928,2,transaction,88250674,True,True,3,272077928|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0126087|-2.98023e-08
272932861,2,transaction,88250674,True,True,3,272932861|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00965121|-2.98023e-08
277373532,2,transaction,88250674,True,True,3,277373532|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.009877|-2.98023e-08
292163396,2,transaction,88250674,True,True,3,292163396|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.295306|0.103719,|0.565365|-8.9407e-08
299475624,2,transaction,88250674,True,True,3,299475624|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00978541|-2.98023e-08
84719050,2,transaction,88250674,True,True,3,84719050|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00924647|-2.98023e-08
17763829,2,transaction,88250674,True,True,3,17763829|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0101487|-2.98023e-08
21627002,2,transaction,88250674,True,True,3,21627002|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00971556|-2.98023e-08
55300089,2,transaction,88250674,True,True,3,55300089|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0105148|-2.98023e-08
56397284,2,transaction,88250674,True,True,3,56397284|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0102844|0
135600096,2,transaction,88250674,True,True,3,135600096|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0110818|-2.98023e-08
136123519,2,transaction,88250674,True,True,3,136123519|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0122822|-2.98023e-08
141627708,2,transaction,88250674,True,True,3,141627708|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00925547|-2.98023e-08
142317103,2,transaction,88250674,True,True,3,142317103|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00989583|0
149197183,2,transaction,88250674,True,True,3,149197183|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0151228|-2.98023e-08
163585815,2,transaction,88250674,True,True,3,163585815|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.014686|-2.98023e-08
163586071,2,transaction,88250674,True,True,3,163586071|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0136171|-2.98023e-08
163586382,2,transaction,88250674,True,True,3,163586382|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0104533|-2.98023e-08
163657331,2,transaction,88250674,True,True,3,163657331|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0094986|-2.98023e-08
163667266,2,transaction,88250674,True,True,3,163667266|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0109956|-2.98023e-08
163667273,2,transaction,88250674,True,True,3,163667273|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00962237|-2.98023e-08
163820070,2,transaction,88250674,True,True,3,163820070|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0098241|-2.98023e-08
163867298,2,transaction,88250674,True,True,3,163867298|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0112115|0
165849672,2,transaction,88250674,True,True,3,165849672|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.010834|-2.98023e-08
165849938,2,transaction,88250674,True,True,3,165849938|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00967687|-2.98023e-08
165849955,2,transaction,88250674,True,True,3,165849955|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00982639|-2.98023e-08
166071318,2,transaction,88250674,True,True,3,166071318|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0100158|-2.98023e-08
166072696,2,transaction,88250674,True,True,3,166072696|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0090977|-2.98023e-08
166072794,2,transaction,88250674,True,True,3,166072794|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0107909|0
166499051,2,transaction,88250674,True,True,3,166499051|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0107779|-2.98023e-08
166499072,2,transaction,88250674,True,True,3,166499072|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0113869|-2.98023e-08
166499135,2,transaction,88250674,True,True,3,166499135|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0112455|-2.98023e-08
167743047,2,transaction,88250674,True,True,3,167743047|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00937814|0
168138716,2,transaction,88250674,True,True,3,168138716|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0101515|0
168139047,2,transaction,88250674,True,True,3,168139047|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0104086|0
168139106,2,transaction,88250674,True,True,3,168139106|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0108345|-2.98023e-08
299178846,2,transaction,299178847,True,True,3,299178846|19vTYtBVYWMNUEzA21UYjbDNPwxnuPDjzk|299178847,transaction|wallet|transaction,|0.290567|0.414848,|0.145284|0.414848,|0.0002729|-6.07967e-06
137895164,2,transaction,88250674,True,True,3,137895164|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00931245|0
194942541,2,transaction,88250674,True,True,3,194942541|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0083164|-2.98023e-08
320512210,2,transaction,88250674,True,True,3,320512210|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00795841|-2.98023e-08
348230493,2,transaction,88250674,True,True,3,348230493|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00758415|-2.98023e-08
386050098,2,transaction,88250674,True,True,3,386050098|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00835308|-2.98023e-08
386085453,2,transaction,88250674,True,True,3,386085453|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00840458|-2.98023e-08
179428461,2,transaction,88250674,True,True,3,179428461|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00859416|-2.98023e-08
355009653,2,transaction,88250674,True,True,3,355009653|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00840294|-2.98023e-08
355009671,2,transaction,88250674,True,True,3,355009671|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00846624|-2.98023e-08
355009708,2,transaction,88250674,True,True,3,355009708|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0082823|-2.98023e-08
355009720,2,transaction,88250674,True,True,3,355009720|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0105426|-2.98023e-08
355110093,2,transaction,88250674,True,True,3,355110093|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00896636|-2.98023e-08
355110131,2,transaction,88250674,True,True,3,355110131|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.0100432|-2.98023e-08
355110135,2,transaction,88250674,True,True,3,355110135|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00874257|-2.98023e-08
355128667,2,transaction,88250674,True,True,3,355128667|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00815061|-2.98023e-08
355128677,2,transaction,88250674,True,True,3,355128677|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00820154|-2.98023e-08
355128730,2,transaction,88250674,True,True,3,355128730|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00834051|-2.98023e-08
355158933,2,transaction,88250674,True,True,3,355158933|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00854653|-2.98023e-08
355998241,2,transaction,88250674,True,True,3,355998241|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00955793|-2.98023e-08
355998296,2,transaction,88250674,True,True,3,355998296|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,transaction|wallet|transaction,|0.295306|0.414876,|0.147653|0.103719,|0.00918984|-2.98023e-08
12662264,2,transaction,12662269,True,True,3,12662264|1PjnYCFesKBk9yFfhjrtVKjiUVsWtr26VY|12662269,transaction|wallet|transaction,|0.283181|0.408107,|0.141591|0.408107,|0.00191689|0.120995
72631002,2,transaction,72297314,True,True,3,72631002|1BM7ZwR2BvPx9CGEPzHQTuEttfDYdK6veS|72297314,transaction|wallet|transaction,|0.290017|0.414707,|0.145009|0.207353,|0.00948349|8.71718e-05
17796937,1,wallet,1A36nVdKAa1e9XSswTSDUyDXFSgu3tiDnR,True,True,2,17796937|1A36nVdKAa1e9XSswTSDUyDXFSgu3tiDnR,transaction|wallet,|0.280766,|0.0701916,|0.0632002
309924066,1,wallet,1AHhXtriHFbjksYT7po76EC7jULr3yqkD4,True,True,2,309924066|1AHhXtriHFbjksYT7po76EC7jULr3yqkD4,transaction|wallet,|0.280917,|0.280917,|0.581617
245140933,1,wallet,19JWq6TpufynhhjBMzckfgHxsWSHytEpuA,True,True,2,245140933|19JWq6TpufynhhjBMzckfgHxsWSHytEpuA,transaction|wallet,|0.28092,|0.28092,|0.573592
