target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce,chain_phi_add,chain_phi_asym
1LAzUoLsv8GvZAjyBkHfHAsrUpjk4RaHFD,6,wallet,1KaQ3eqSBGPcSDKbXjqZpshoVfzBbZefqk,True,True,7,1LAzUoLsv8GvZAjyBkHfHAsrUpjk4RaHFD|322441061|1LubGtRhE2GhoR3VYXnLRKwHG1JcN6m5B|210915044|3Q6vpPnVByYUibeDLUYMD2ExuMsErzYFxw|208931421|1KaQ3eqSBGPcSDKbXjqZpshoVfzBbZefqk,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.0134124|0.0952656|0.0131999|0.0953009|0.0168964|0.0887322,|0.0134124|0.0476328|0.0131999|0.0476505|0.00241377|0.0887322,|-0.344203|-0.0249873|-0.00232446|0.000213832|5.30481e-06|3.82066e-05
1PFVzDJzQFP2SCuBKywxkR9B3RUzyyvYav,6,wallet,14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,True,True,7,1PFVzDJzQFP2SCuBKywxkR9B3RUzyyvYav|272153291|1E6La3GfEAFMXVJ6YjkAMGKykcpJVphLmn|272153298|1FjEN8uu2uPb4hhVTbDKcibeMnn9kVRUCw|152058261|14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.0145639|0.0952244|0.0163255|0.0951495|0.0168911|0.0887767,|0.0145639|0.0238061|0.0163255|0.0317165|0.0168911|0.0887767,|0.060155|0.00222419|0.333903|0.00465496|0.823451|0.184844
1PtuF9QzXXLZ1ZobY9j4vXD3HHDhjfXRf4,6,wallet,16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,True,True,7,1PtuF9QzXXLZ1ZobY9j4vXD3HHDhjfXRf4|331563811|1BZXvWnutoYL7CotVwMoGEmwqN8EjXXRi3|194305890|1Q1rFGRbyDDQyt86mw6JttGoswGJUhaW56|314046178|16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.0162763|0.0951074|0.0138809|0.0952371|0.0168939|0.0887655,|0.0162763|0.0317025|0.0138809|0.0476186|0.0168939|0.0887655,|0.514131|0.0780781|-0.0262487|0.0293589|0.854786|0.109674
3LE4V2tpjrpHPQ3BCqR6MjqQpv2Ge9adWd,6,wallet,1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,True,True,7,3LE4V2tpjrpHPQ3BCqR6MjqQpv2Ge9adWd|163867640|1PQNneB4qyJhipPZt4vi4LdURQ3r8vWauL|89199852|115KU5zFdghC4GdoU4d7yknxTb71LW9Sd|145395709|1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.0134862|0.0952908|0.0141904|0.0951439|0.0168678|0.0888312,|0.0134862|0.0238227|0.0141904|0.047572|0.0168678|0.0888312,|0.0287104|0.00151981|0.191398|0.0101375|0.819288|0.0715457
125poT1Bg1h5wbAU7FQ76hZnFCmSg3s6h8,4,wallet,1LErdMsTRdXGXHgM5azfxRU46ziE17qjWv,True,True,5,125poT1Bg1h5wbAU7FQ76hZnFCmSg3s6h8|276941671|1ENf2GD2hEyCUGoiUKU7e45PAEv2y3D3j1|268793353|1LErdMsTRdXGXHgM5azfxRU46ziE17qjWv,wallet|transaction|wallet|transaction|wallet,|0.0129341|0.0951478|0.0168793|0.0887699,|0.0129341|0.0475739|0.0168793|0.0887699,|0.32673|0.221146|0.819106|0.171216
12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE,4,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,5,12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE|114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,wallet|transaction|wallet|transaction|wallet,|0.0149431|0.0948018|0.0168449|0.0889366,|0.0149431|0.0474009|0.0168449|0.0889366,|0.666877|0.325877|0.723981|-0.0577884
12papRsdzeff5gy55TpABRxDGzxkkGQyPy,4,wallet,19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,True,True,5,12papRsdzeff5gy55TpABRxDGzxkkGQyPy|189984406|1263GdxEEhx446QgqNENmsLdPUFnQEM5PC|189984660|19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,wallet|transaction|wallet|transaction|wallet,|0.012145|0.0952652|0.016922|0.0886146,|0.012145|0.0476326|0.016922|0.0886146,|0.00731599|0.0203601|0.893131|0.367241
12uLxFVwazvdf3AQ4Ei4pW13Q53reaurLi,4,wallet,16t5vGLGE6PJ256JDYPDypn5LPgBniUM3w,True,True,5,12uLxFVwazvdf3AQ4Ei4pW13Q53reaurLi|166490287|13FCZb6mwQupCscxmqwRgAg4i4T4thiWoV|163654827|16t5vGLGE6PJ256JDYPDypn5LPgBniUM3w,wallet|transaction|wallet|transaction|wallet,|0.0139542|0.0953046|0.0164865|0.0925936,|0.0139542|0.0476523|0.000915918|0.0462968,|-0.00797957|0.17844|-5.43065e-07|-2.14577e-06
13UQdnsYrcFc4Yi5itiCwnMYdgAwd4acMb,4,wallet,1BAwyi4PUn6HhrRQu1ktUNWqGqe8VJQtR2,True,True,5,13UQdnsYrcFc4Yi5itiCwnMYdgAwd4acMb|339095238|1JgpoJD1PR2U1uXc2V7UAystZPe3aLrcQq|339058551|1BAwyi4PUn6HhrRQu1ktUNWqGqe8VJQtR2,wallet|transaction|wallet|transaction|wallet,|0.0126622|0.095174|0.0168844|0.0886291,|0.0126622|0.047587|0.0168844|0.0886291,|0.150404|0.168479|0.844031|0.251129
13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ,4,wallet,1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,True,True,5,13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ|277798486|1GdFi63RbYSrcFjujYjePEdMgaWWDm9Bvr|299374289|1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,wallet|transaction|wallet|transaction|wallet,|0.0164221|0.092245|0.0168815|0.0887767,|0.0164221|0.0307483|0.0168815|0.0221942,|0.562057|0.0481778|0.385715|0.00115575
13sLZpFwyZgTBZ5GBNGqLJcmzmV4e4Z2Gc,4,wallet,16t5vGLGE6PJ256JDYPDypn5LPgBniUM3w,True,True,5,13sLZpFwyZgTBZ5GBNGqLJcmzmV4e4Z2Gc|163823992|13FCZb6mwQupCscxmqwRgAg4i4T4thiWoV|163654827|16t5vGLGE6PJ256JDYPDypn5LPgBniUM3w,wallet|transaction|wallet|transaction|wallet,|0.0139881|0.0953046|0.0164865|0.0925936,|0.0139881|0.0476523|0.000915918|0.0462968,|-0.0185214|0.184378|-5.43065e-07|-2.14577e-06
143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR,4,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,5,143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,wallet|transaction|wallet|transaction|wallet,|0.0149829|0.0951927|0.0168805|0.0887462,|0.0149829|0.0475963|0.0168805|0.0443731,|-0.00325799|0.12619|0.843767|0.00557381
14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P,4,wallet,133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,True,True,5,14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P|209952987|1G3SeLHAo1uZxsKEu9QSipcHX598m8BBBz|209541751|133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,wallet|transaction|wallet|transaction|wallet,|0.0151896|0.0952806|0.0168853|0.0887318,|0.0151896|0.0136115|0.0168853|0.0887318,|0.152029|0.00410289|0.874985|0.0600567
16fJuALd43TKeHhr74pUMtLPcKtBLAX9Dh,4,wallet,17bp7FEByFwc3KyL5qateKFPukjuUsFkBP,True,True,5,16fJuALd43TKeHhr74pUMtLPcKtBLAX9Dh|339096342|1KL8c3jstTqejGK1qC9KsCxNTXUhFouwXL|272977666|17bp7FEByFwc3KyL5qateKFPukjuUsFkBP,wallet|transaction|wallet|transaction|wallet,|0.0122424|0.0952802|0.00821286|0.0952976,|0.0122424|0.0476401|0.00821286|0.0476488,|0.0277713|0.0137004|-0.00507849|0.0141954
17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn,4,wallet,149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,True,True,5,17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn|163653260|19gx6ikyBtKPutuMLDK1m87YX24pasmAiJ|163653262|149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,wallet|transaction|wallet|transaction|wallet,|0.0144116|0.0952406|0.0168791|0.0888339,|0.00480386|0.0476203|0.0168791|0.0888339,|8.13007e-05|0.00562221|0.85888|0.0291703
17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ,4,wallet,1PT9GpXN4x1FsorPGT3Xdx9ju51miv6Sor,True,True,5,17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ|355197877|15C4iGjiERw2ZwaTrhsRmsgSFBydKjPoQd|355102230|1PT9GpXN4x1FsorPGT3Xdx9ju51miv6Sor,wallet|transaction|wallet|transaction|wallet,|0.0156208|0.0952885|0.0168635|0.0888677,|0.00520692|0.0476443|0.0033727|0.0888677,|-0.000472228|0.000756502|0.000432599|0.000166416
1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.0141931|0.0952344|0.0168604|0.0888305,|0.0141931|0.0476172|0.0168604|0.0888305,|-0.0127439|0.25637|0.855848|0.0288197
1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx,4,wallet,1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,True,True,5,1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx|296712837|1DnCzg8C1mq9WeKKBXNKmx2T1FExhfZEzq|296712537|1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,wallet|transaction|wallet|transaction|wallet,|0.0135822|0.0952822|0.01689|0.0887547,|0.0135822|0.0238205|0.01689|0.0887547,|-0.00933218|0.0166394|0.874231|0.057367
1H65YYYeYors3YorCETZm8aUcHjJMBHj4P,4,wallet,14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,True,True,5,1H65YYYeYors3YorCETZm8aUcHjJMBHj4P|382988791|1L4Zmsw8nA2HicWL1aYaL282xrVK8HnMTY|382974340|14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,wallet|transaction|wallet|transaction|wallet,|0.0153973|0.0952201|0.0168015|0.0885257,|0.0153973|0.04761|0.0168015|0.0885257,|-0.00568306|0.240749|0.92233|0.0151405
1JurN87jhhu7b9q6Co1ipx5JTW5Wg9itD7,4,wallet,1NZ5XuqWqVPdww5GAxVYuAbRAzi6WBLZrn,True,True,5,1JurN87jhhu7b9q6Co1ipx5JTW5Wg9itD7|115275152|1GqmaQdrAeTpLfTnHPNFrw6HBZqkPjjSW6|88261666|1NZ5XuqWqVPdww5GAxVYuAbRAzi6WBLZrn,wallet|transaction|wallet|transaction|wallet,|0.0165259|0.0936|0.0169041|0.0889351,|0.0165259|0.0117|0.0169041|0.00555844,|0.821106|-0.000138804|0.553027|-0.000241619
1KLoncgbKCwDqhWo5EcYz9wSjDhz9rBEqN,4,wallet,1PT9GpXN4x1FsorPGT3Xdx9ju51miv6Sor,True,True,5,1KLoncgbKCwDqhWo5EcYz9wSjDhz9rBEqN|182313355|15C4iGjiERw2ZwaTrhsRmsgSFBydKjPoQd|355102230|1PT9GpXN4x1FsorPGT3Xdx9ju51miv6Sor,wallet|transaction|wallet|transaction|wallet,|0.0157049|0.0952885|0.0168635|0.0888677,|0.00785244|0.0476443|0.0033727|0.0888677,|0.111559|0.109506|0.000432599|0.000166416
1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ,4,wallet,118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,True,True,5,1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ|133751208|1FgUKs84UaCL459hmocDZ1bjU36HZGsYRw|163690519|118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,wallet|transaction|wallet|transaction|wallet,|0.0140339|0.0951662|0.0168654|0.0888319,|0.0140339|0.0475831|0.0168654|0.0888319,|0.111955|0.0316545|0.826667|0.0644149
1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj,4,wallet,1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,True,True,5,1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj|299119177|17RDxcCsrGF3pwH69dSA6MHLTaVFiHN3xk|298980158|1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,wallet|transaction|wallet|transaction|wallet,|0.0141873|0.095202|0.016874|0.088842,|0.0141873|0.047601|0.016874|0.088842,|-0.0122785|0.116733|0.840247|0.0368149
1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF,4,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,5,1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet,|0.0125135|0.0952719|0.0168845|0.088707,|0.0125135|0.047636|0.0168845|0.088707,|0.000749528|0.119373|0.876206|0.102425
1Nfd5fcX2ktbyPEX8yNk6hTvAXfkhQqb6v,4,wallet,163KUE66ErUeFJtVbDzBqhk5kp4RpwND2Y,True,True,5,1Nfd5fcX2ktbyPEX8yNk6hTvAXfkhQqb6v|69269270|12bvT3AbqAS6tEmaCWyFZAUTa8CZ7KLT8M|268796589|163KUE66ErUeFJtVbDzBqhk5kp4RpwND2Y,wallet|transaction|wallet|transaction|wallet,|0.013426|0.095273|0.0168857|0.0887894,|0.013426|0.0476365|0.0168857|0.0887894,|-0.0149347|0.104293|0.869089|0.0500312
1PAx7MjxfyhsDdLvHbQoHYE13hNMFFRdfs,4,wallet,1AsoeBc4oa8kxhVewstkCh5JbVEVw589Dm,True,True,5,1PAx7MjxfyhsDdLvHbQoHYE13hNMFFRdfs|209802609|1JtWFzedyYRvzEAKgpRtVGJCU8ixMaT9k9|209539924|1AsoeBc4oa8kxhVewstkCh5JbVEVw589Dm,wallet|transaction|wallet|transaction|wallet,|0.0157422|0.0952483|0.016894|0.0887322,|0.0157422|0.0190497|0.016894|0.0887322,|0.528784|0.00255947|0.863494|0.127316
1wZi4AUxmwusNdTwVoRZPbntK9fgxdkTm,4,wallet,1AdFbCuh73QFFVQUaTwtyUX6STzFwv3dWS,True,True,5,1wZi4AUxmwusNdTwVoRZPbntK9fgxdkTm|209826714|12Nky4Abg6K5KPRJV2CiVDkK38cYih9qfq|209571107|1AdFbCuh73QFFVQUaTwtyUX6STzFwv3dWS,wallet|transaction|wallet|transaction|wallet,|0.0161854|0.0951968|0.0168921|0.0887299,|0.0161854|0.0118996|0.0168921|0.0147883,|0.807427|-0.000147365|0.52195|-2.99017e-06
335fPs6WXRcJEzd52FNkfzmogZFdf9P7cD,4,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,5,335fPs6WXRcJEzd52FNkfzmogZFdf9P7cD|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,wallet|transaction|wallet|transaction|wallet,|0.0149829|0.0951927|0.0168805|0.0887462,|0.0149829|0.0475963|0.0168805|0.0443731,|-0.115264|0.0635263|0.843767|0.00557381
336YJdrxQLyaUB3YgR939XTQTn4d1VTCR5,4,wallet,18RxPbZ6DxPBzc7qfvM8LEt4baUaUDoRh9,True,True,5,336YJdrxQLyaUB3YgR939XTQTn4d1VTCR5|99636485|1PAE2wmGEHUPnMV9J3VCBMyTFAY7pF5YpF|99258920|18RxPbZ6DxPBzc7qfvM8LEt4baUaUDoRh9,wallet|transaction|wallet|transaction|wallet,|0.0138223|0.0952826|0.0168844|0.0887434,|0.0138223|0.0238206|0.0168844|0.0887434,|-0.00583702|0.00398809|0.875087|0.0551283
12AzKwSbqKHMdWQK2zsHnef8F48rEHGgEZ,3,transaction,291338524,True,True,4,12AzKwSbqKHMdWQK2zsHnef8F48rEHGgEZ|298732576|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.0168471|0.0953051|0.0175887,|0.0168471|0.0476525|0.00439718,|-1.29938e-05|-5.96046e-08|0
13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu,3,transaction,291338524,True,True,4,13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu|254428878|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.0169804|0.0953051|0.0175887,|0.0169804|0.0476525|0.00439718,|-1.13249e-05|-5.96046e-08|0
13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh,3,transaction,291338524,True,True,4,13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh|166072787|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.0169639|0.0953051|0.0175887,|0.0169639|0.0476525|0.00439718,|-2.38419e-07|-0.0164793|0
13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a,3,transaction,291338524,True,True,4,13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a|163667312|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.0170815|0.0953051|0.0175887,|0.0170815|0.0476525|0.00439718,|0.00147611|0.00456795|0
13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU,3,transaction,291338524,True,True,4,13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU|163660881|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.0170459|0.0953051|0.0175887,|0.0170459|0.0476525|0.00439718,|-1.19209e-07|-5.96046e-08|0
15mK2eXUyk8kUCPJCw1i5n9sNAGXxaQN7X,3,transaction,291338524,True,True,4,15mK2eXUyk8kUCPJCw1i5n9sNAGXxaQN7X|21627002|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.017036|0.0953051|0.0175887,|0.017036|0.0476525|0.00439718,|-1.56164e-05|-5.96046e-08|0
