target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce
143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR,4,wallet,1Gn2zJUYH8v3Vzbx2hjmF9yhAVqCo3rByS,True,True,5,143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1Gn2zJUYH8v3Vzbx2hjmF9yhAVqCo3rByS,wallet|transaction|wallet|transaction|wallet,|-0.000965565|0.025932|0.000313878|0.00789547
14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P,4,wallet,133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,True,True,5,14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P|209952987|1G3SeLHAo1uZxsKEu9QSipcHX598m8BBBz|209541751|133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,wallet|transaction|wallet|transaction|wallet,|0.000310928|0.0277433|0.000582337|0.00785035
17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.000746578|0.0264512|0.000333875|0.00801116
1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.000746578|0.0264512|0.000333875|0.00801116
1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx,4,wallet,1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,True,True,5,1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx|296712837|1DnCzg8C1mq9WeKKBXNKmx2T1FExhfZEzq|296712537|1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,wallet|transaction|wallet|transaction|wallet,|-0.00126752|0.0258594|0.000478595|0.00789493
1H65YYYeYors3YorCETZm8aUcHjJMBHj4P,4,wallet,14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,True,True,5,1H65YYYeYors3YorCETZm8aUcHjJMBHj4P|382988791|1L4Zmsw8nA2HicWL1aYaL282xrVK8HnMTY|382974340|14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,wallet|transaction|wallet|transaction|wallet,|-0.000240505|-0.0716944|-0.00348848|0.00681311
1Hw7rbRtTN7uEH1hsUjPs4d7arwG2uywMj,4,wallet,1No3hdhRjdRckE1BWisKkDg8D16hc1FSrw,True,True,5,1Hw7rbRtTN7uEH1hsUjPs4d7arwG2uywMj|71382701|162quYhHpSRNT3mfq994fV2mG4iKVQt9Yj|272148432|1No3hdhRjdRckE1BWisKkDg8D16hc1FSrw,wallet|transaction|wallet|transaction|wallet,|0.000999361|-0.635345|0.000937372|-0.968781
1JurN87jhhu7b9q6Co1ipx5JTW5Wg9itD7,4,wallet,1EbgwXLZzVqiocQokioiS5CuynhMK9KvXB,True,True,5,1JurN87jhhu7b9q6Co1ipx5JTW5Wg9itD7|115275152|1BVXAddKjbphVK5xXKeYcyorTPDgDBQHTu|114488187|1EbgwXLZzVqiocQokioiS5CuynhMK9KvXB,wallet|transaction|wallet|transaction|wallet,|-0.000797749|0.0178632|-0.000883818|0.00831914
1Nfd5fcX2ktbyPEX8yNk6hTvAXfkhQqb6v,4,wallet,163KUE66ErUeFJtVbDzBqhk5kp4RpwND2Y,True,True,5,1Nfd5fcX2ktbyPEX8yNk6hTvAXfkhQqb6v|69269270|12bvT3AbqAS6tEmaCWyFZAUTa8CZ7KLT8M|268796589|163KUE66ErUeFJtVbDzBqhk5kp4RpwND2Y,wallet|transaction|wallet|transaction|wallet,|0.000806153|0.0269324|0.000425845|0.00795937
1P2VBaZEJh17W22CThryKzihtnAGfSyqd1,4,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,5,1P2VBaZEJh17W22CThryKzihtnAGfSyqd1|114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,wallet|transaction|wallet|transaction|wallet,|0.000889003|0.0207363|-0.000496268|0.00822693
94654272,3,wallet,1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,True,True,4,94654272|1GM6HKftDnXb2qk7dSEELFabxyGXApR1a5|94372683|1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,transaction|wallet|transaction|wallet,|0.0240941|0.000572324|0.00755274
175046769,3,wallet,16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,True,True,4,175046769|1CB6C2B8RhoNPpfEbEnQvSVYvuqjDLMU73|174759163|16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,transaction|wallet|transaction|wallet,|0.0278017|0.000655651|0.00759751
205920729,3,wallet,1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,True,True,4,205920729|1CpDhHzAvLnjU6crBde5LN2ELAhE2jbeof|175759710|1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,transaction|wallet|transaction|wallet,|0.024624|0.000578254|0.0076074
216384922,3,wallet,1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,True,True,4,216384922|1D4BiGayTzyZDBtwJCYf7GLk6QkrGW8xhX|175758299|1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,transaction|wallet|transaction|wallet,|0.027413|0.00068602|0.00759864
244629239,3,wallet,12CV5js5iBA3viX5SmLukcwa67tS65wbuT,True,True,4,244629239|1EhoHN8rq8GGA11UVHSCy1SWcoohwGyqk5|243781008|12CV5js5iBA3viX5SmLukcwa67tS65wbuT,transaction|wallet|transaction|wallet,|0.0289968|0.000689477|0.0077163
99258743,3,wallet,1Gn2zJUYH8v3Vzbx2hjmF9yhAVqCo3rByS,True,True,4,99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1Gn2zJUYH8v3Vzbx2hjmF9yhAVqCo3rByS,transaction|wallet|transaction|wallet,|0.025932|0.000313878|0.00789547
313646350,3,wallet,14dGwYSUxpy2swoS8QMkRFovXzGzL5aPbH,True,True,4,313646350|177Vs3VBbj8YL63HYacFFDsfsW1miczfae|372961150|14dGwYSUxpy2swoS8QMkRFovXzGzL5aPbH,transaction|wallet|transaction|wallet,|0.0295389|0.000938147|0.0213988
194305890,3,wallet,16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,True,True,4,194305890|1Q1rFGRbyDDQyt86mw6JttGoswGJUhaW56|314046178|16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,transaction|wallet|transaction|wallet,|0.0274601|0.000527084|0.00791836
272088734,3,wallet,14giZyCQDGHSpSyVygyw7viGTcc9uvVoSp,True,True,4,272088734|12at81gDHtGdvWv3VwuxT9eCaSofQR2A8K|272088740|14giZyCQDGHSpSyVygyw7viGTcc9uvVoSp,transaction|wallet|transaction|wallet,|0.0279596|0.000957906|0.00796396
269503235,3,wallet,1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,True,True,4,269503235|14tTvoRrQqT3NRmQoSvCG5jYGMnPiKx9t6|268792024|1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,transaction|wallet|transaction|wallet,|0.027976|0.000271887|0.00790709
276941671,3,wallet,1LErdMsTRdXGXHgM5azfxRU46ziE17qjWv,True,True,4,276941671|1ENf2GD2hEyCUGoiUKU7e45PAEv2y3D3j1|268793353|1LErdMsTRdXGXHgM5azfxRU46ziE17qjWv,transaction|wallet|transaction|wallet,|0.0177936|0.000151247|0.0078792
288347142,3,wallet,1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,True,True,4,288347142|1P361HmcVw1ztXr7gYvo6FrB2thhErodhp|288148015|1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,transaction|wallet|transaction|wallet,|0.0238706|-0.000120401|0.00815457
288354980,3,wallet,19Yp2Zt8uwu1ctRmEeC8A8F8iUVWe4S84M,True,True,4,288354980|12A7QqFVrYt945mnn5pT9aYP42AUZimXk3|288125316|19Yp2Zt8uwu1ctRmEeC8A8F8iUVWe4S84M,transaction|wallet|transaction|wallet,|0.0217026|-0.000450552|0.00817072
67603017,3,wallet,1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,True,True,4,67603017|1F65vGr1ZEMo6frrVh5gRwNXAjsYsGRfEG|70384401|1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,transaction|wallet|transaction|wallet,|0.024885|-0.000270098|0.00817198
114626822,3,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,4,114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,transaction|wallet|transaction|wallet,|0.0207363|-0.000496268|0.00822693
71988753,3,wallet,1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,True,True,4,71988753|1ERJcygiAXZfvVWv1TjqNpncMuWirsiQXX|71450516|1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,transaction|wallet|transaction|wallet,|0.000706494|-0.00125971|0.00813705
218400096,3,wallet,1LeCHwUksk6CSgT58Y2VNQMbpKoCoDRc9N,True,True,4,218400096|1MKNjXd16X5LuoxbKy2KcfW28oZpE7DavN|218091577|1LeCHwUksk6CSgT58Y2VNQMbpKoCoDRc9N,transaction|wallet|transaction|wallet,|0.0202216|-0.000615627|0.00849444
131fHSzsK1eQJp7bC94JVWZqJ2JcdR5UfS,3,transaction,88250674,True,True,4,131fHSzsK1eQJp7bC94JVWZqJ2JcdR5UfS|291338524|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.00176308|0.031203|-0.00505114
13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu,3,transaction,88250674,True,True,4,13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu|254428878|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000199854|0.031203|-0.00505114
13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh,3,transaction,88250674,True,True,4,13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh|166072787|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000176936|0.031203|-0.00505114
13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a,3,transaction,88250674,True,True,4,13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a|163667312|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000156313|0.031203|-0.00505114
13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU,3,transaction,88250674,True,True,4,13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU|163660881|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.000213712|0.031203|-0.00505114
16Hj5A3qK8T3UZgkwNwzXJStk2fFhVrA6J,3,transaction,88250674,True,True,4,16Hj5A3qK8T3UZgkwNwzXJStk2fFhVrA6J|98992940|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000264376|0.031203|-0.00505114
16hY4idRzuVgSDXLTkry6yyyzgvy6MEQzn,3,transaction,88250674,True,True,4,16hY4idRzuVgSDXLTkry6yyyzgvy6MEQzn|355004559|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.00020349|0.031203|-0.00505114
16rdAm417Uz6JuPjwPtphDpJCr1XeUXJG2,3,transaction,88250674,True,True,4,16rdAm417Uz6JuPjwPtphDpJCr1XeUXJG2|166071629|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.000138491|0.031203|-0.00505114
17bu9eTkwcWjeYVm5eN5HEwX9BaU67iLka,3,transaction,88250674,True,True,4,17bu9eTkwcWjeYVm5eN5HEwX9BaU67iLka|386085450|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.000262201|0.031203|-0.00505114
1A6F9JECqinsTdLfePdoySUsGEgcCWsfA1,3,transaction,88250674,True,True,4,1A6F9JECqinsTdLfePdoySUsGEgcCWsfA1|272077542|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.00011912|0.031203|-0.00505114
1A8R5LvXc8kxoFAHGgjxivjiihUitMiukX,3,transaction,88250674,True,True,4,1A8R5LvXc8kxoFAHGgjxivjiihUitMiukX|272683595|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.000193745|0.031203|-0.00505114
1AhenWJCZ8buY8tYCDSx5qkuUq4i85ocpX,3,transaction,88250674,True,True,4,1AhenWJCZ8buY8tYCDSx5qkuUq4i85ocpX|27210820|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.00121015|0.031203|-0.00505114
1BM8ZGtbDHVs5Gxi2GkDayuaoFQBDq3njT,3,transaction,88250674,True,True,4,1BM8ZGtbDHVs5Gxi2GkDayuaoFQBDq3njT|185725699|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000132024|0.031203|-0.00505114
1BTTNeFA2bM24hhXCzD2ZNCoZjmwvL7VbG,3,transaction,88250674,True,True,4,1BTTNeFA2bM24hhXCzD2ZNCoZjmwvL7VbG|166498559|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.000260681|0.031203|-0.00505114
1Br6QoKSb8u1CtfLXLqboqkj4gj7BXc18w,3,transaction,88250674,True,True,4,1Br6QoKSb8u1CtfLXLqboqkj4gj7BXc18w|355126263|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|-0.00013116|0.031203|-0.00505114
1CewU3kjG9A8YXuuKR19Fr2kWRtB4pUosT,3,transaction,88250674,True,True,4,1CewU3kjG9A8YXuuKR19Fr2kWRtB4pUosT|382770349|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|88250674,wallet|transaction|wallet|transaction,|0.000255525|0.031203|-0.00505114
