target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce
18o7SiZdP4fnqHba1apmddjrevK9g9a8tU,6,wallet,19pTqvj8n5cpUUuStCJYXD6B6mVz27C8T9,True,True,7,18o7SiZdP4fnqHba1apmddjrevK9g9a8tU|339095576|1EEBLnvKenqN3YHdJqubveLbn29EQ3SRHG|167064478|16kC4cey7YWCEGH1XXn5NTCRcNQ2vxcYDK|339058321|19pTqvj8n5cpUUuStCJYXD6B6mVz27C8T9,wallet|transaction|wallet|transaction|wallet|transaction|wallet,|0.987871|0.219548|0.419402|0.908053|0.98742|0.891532
363664942,5,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,6,363664942|1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,transaction|wallet|transaction|wallet|transaction|wallet,|0.908038|0.968632|0.909146|0.98804|0.891562
209493623,5,wallet,1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,True,True,6,209493623|1A88BK4ikW3GABn2YEYt9bxcDG5nBdpBrr|209709674|15KsG2sWmrnmUD3D6ddfxKa168p4Q9XrX7|24051859|1KZMpAEiyyJjDYZP2pQXtQH2zfv1syhEaX,transaction|wallet|transaction|wallet|transaction|wallet,|0.91166|0.990013|0.91127|0.988872|0.891556
85002291,5,wallet,1AyAJzAzpCop3yM7GvaAsZ3KQi8K5LJSrm,True,True,6,85002291|1GDYsY9M7Mg9SiF2D3vXAAAdDH8W3u27ku|272156963|3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf|272078301|1AyAJzAzpCop3yM7GvaAsZ3KQi8K5LJSrm,transaction|wallet|transaction|wallet|transaction|wallet,|0.912686|0.404286|0.908529|0.987951|0.891602
85254409,5,wallet,14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,True,True,6,85254409|1NVEJCqE5nZdo53QBM1ymRkM9bxGHxeiqM|84752783|1Dhvyd3efW1cYEo3xTymMjy8PKW9DnMx9J|84368623|14q7TVHemXU8mzg6Lb7UCohxL7u9huhYyd,transaction|wallet|transaction|wallet|transaction|wallet,|0.911132|0.987146|0.911612|0.987691|0.891611
54878909,5,wallet,17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,True,True,6,54878909|1ba7EWdp5w6a6cTDtCToBfzySAixb8EvM|63069519|16CSZmdfRq4Z6NZDVWRCMDX9ZCkz4q23Kf|69695707|17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,transaction|wallet|transaction|wallet|transaction|wallet,|0.9071|0.717951|0.909912|0.984419|0.891728
12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE,4,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,5,12FdV47eMy7p5saCvLv4A7CLLt5rz3c9mE|114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,wallet|transaction|wallet|transaction|wallet,|0.98864|0.902377|0.982182|0.891763
12papRsdzeff5gy55TpABRxDGzxkkGQyPy,4,wallet,19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,True,True,5,12papRsdzeff5gy55TpABRxDGzxkkGQyPy|189984406|1263GdxEEhx446QgqNENmsLdPUFnQEM5PC|189984660|19r1zpV27s8WmMnh5mABs8Mt5CuvuA317Q,wallet|transaction|wallet|transaction|wallet,|0.989625|0.91169|0.989302|0.891536
13b1bWU9FQk8mLEv8dQPpCNM399pEVfFKL,4,wallet,15orKRfof71FC15Gna4cDxR6zo8iEYFALa,True,True,5,13b1bWU9FQk8mLEv8dQPpCNM399pEVfFKL|15857236|1B7Q3Ba49ccd7D9w67vVKEAUraG3jtpUUs|15857241|15orKRfof71FC15Gna4cDxR6zo8iEYFALa,wallet|transaction|wallet|transaction|wallet,|0.989183|0.910106|0.990006|0.902468
13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ,4,wallet,1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,True,True,5,13oVoYLN1gjSF5t1ySdz1UrPtvhhfDz5QJ|277798486|1GdFi63RbYSrcFjujYjePEdMgaWWDm9Bvr|299374289|1EsFDZBwX6qJaE6r4yirPSr3nRYGbcz2Av,wallet|transaction|wallet|transaction|wallet,|0.990062|0.90407|0.987981|0.891596
143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR,4,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,5,143JYyijP8fvqPkY1GeVUkpwVQN2mYtjhR|99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,wallet|transaction|wallet|transaction|wallet,|0.98385|0.910214|0.988556|0.891574
14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR,4,wallet,1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,True,True,5,14HwW2rsfw8QMMPAvmCdVrTSC27XY3wawR|163865631|1Fus55hbY1TDj4GQXFMKqXNcRuKcvXZDZU|145395710|1BFPwE12hEUAMbF7k4h5UhSzreBNPih3Ns,wallet|transaction|wallet|transaction|wallet,|0.926333|0.910924|0.987108|0.891641
14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P,4,wallet,133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,True,True,5,14U1LMj3MfXxTENV59EWvHHYkvG4i3jo8P|209952987|1G3SeLHAo1uZxsKEu9QSipcHX598m8BBBz|209541751|133TzfNjGuF7nfccpiLZB38wetD9wtyLAp,wallet|transaction|wallet|transaction|wallet,|0.976655|0.911179|0.988465|0.891556
16fJuALd43TKeHhr74pUMtLPcKtBLAX9Dh,4,wallet,17bp7FEByFwc3KyL5qateKFPukjuUsFkBP,True,True,5,16fJuALd43TKeHhr74pUMtLPcKtBLAX9Dh|339096342|1KL8c3jstTqejGK1qC9KsCxNTXUhFouwXL|272977666|17bp7FEByFwc3KyL5qateKFPukjuUsFkBP,wallet|transaction|wallet|transaction|wallet,|0.989659|0.907369|0.958391|0.0705215
175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky,4,wallet,1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,True,True,5,175T5Z6CZBXKHLu9Fxf4Z9jYnsQsd85hky|378151531|1Ba2CT84EhVo4egpSaTYD7mWe3t7UVuQ1b|378065243|1D73T6bUw1yJdiybHHusMhSqFaKeAMNgny,wallet|transaction|wallet|transaction|wallet,|0.989778|0.910957|0.989084|0.891539
17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn,4,wallet,149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,True,True,5,17bXWHjZygauiqur1RzSC2RTWu7bzKa9mn|163653260|19gx6ikyBtKPutuMLDK1m87YX24pasmAiJ|163653262|149FbDgoqocXDoaE7rBJnft56BAC1x2sWc,wallet|transaction|wallet|transaction|wallet,|0.990083|0.910485|0.987152|0.891651
17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ,4,wallet,12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,True,True,5,17dzRMpu6dMphPqzxVfy9j6mSN4CkEmrVJ|355222038|161tZUfNiT7qPzT7N1z7MZshdFtpxGjty9|355008580|12bf9ezEA8EGKDqCsGm7PSez85r8v61kKq,wallet|transaction|wallet|transaction|wallet,|0.990115|0.910933|0.985996|0.891687
1B6wYEHjxBDsY2h4ZyWbLgydEAASphdXpx,4,wallet,16e2TVKmL4b7g3oqrXC9eWW1qzvNo2WJLq,True,True,5,1B6wYEHjxBDsY2h4ZyWbLgydEAASphdXpx|337075558|1DXSvq8JeCErBn2WC7PYsmFNhDrQvw4hyp|363348154|16e2TVKmL4b7g3oqrXC9eWW1qzvNo2WJLq,wallet|transaction|wallet|transaction|wallet,|0.988965|0.90802|0.0180406|0.553739
1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ,4,wallet,12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,True,True,5,1DaeCftczdiy6YMY5hfh2Ab1T7yQoHcKXJ|378592973|1ComD2Bm3xBWVGEp28q1jdY4dz2MCAnT14|378415649|12oSEz25skHKzsXWtQHNxFg9bF6y9NWFVY,wallet|transaction|wallet|transaction|wallet,|0.990112|0.91142|0.989082|0.891539
1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq,4,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,5,1FH9PuWstvhfomLBHTkzLymwfmjUgBxwxq|163662271|1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet|transaction|wallet,|0.967913|0.909935|0.985858|0.89166
1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx,4,wallet,1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,True,True,5,1Fva2Vr9jp2mDY9yyvyHepbqHM4B9R3GGx|296712837|1DnCzg8C1mq9WeKKBXNKmx2T1FExhfZEzq|296712537|1B5hSzL9bfEMUmQsQcJg2FaUCCJRhWeMdr,wallet|transaction|wallet|transaction|wallet,|0.90831|0.910376|0.988726|0.891574
1H65YYYeYors3YorCETZm8aUcHjJMBHj4P,4,wallet,14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,True,True,5,1H65YYYeYors3YorCETZm8aUcHjJMBHj4P|382988791|1L4Zmsw8nA2HicWL1aYaL282xrVK8HnMTY|382974340|14HkQLHKvtDo7KypQF387dPFaGorHfc6HH,wallet|transaction|wallet|transaction|wallet,|0.801623|0.452782|0.169139|0.892298
1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE,4,wallet,1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,True,True,5,1KNgruJUmTLzd4v8XcivBrqMjiENMVY6sE|363087092|1EsnjG2mgXwtCmQU4hwepSVLSkmZqrcZtr|362956463|1MxpMSW5cBCe4gry9FxwRMT9VqUVDHeFxN,wallet|transaction|wallet|transaction|wallet,|0.990048|0.910904|0.988876|0.891561
1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ,4,wallet,118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,True,True,5,1KWJKZ6DuANeL5JKVMQbrWVrmGRgjRUjSJ|133751208|1FgUKs84UaCL459hmocDZ1bjU36HZGsYRw|163690519|118tcRMuWaEi3uomdWJpMVDAGzy3yJDPT,wallet|transaction|wallet|transaction|wallet,|0.989873|0.910779|0.987206|0.891641
1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj,4,wallet,1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,True,True,5,1LFt7eKYa8nF2tDA7e78ux9r3qzU6ujPoj|299119177|17RDxcCsrGF3pwH69dSA6MHLTaVFiHN3xk|298980158|1HwW4SBjAn2mpK1ZoFuZAVcVm4eYiUvZ94,wallet|transaction|wallet|transaction|wallet,|0.580266|0.909662|0.987279|0.891649
1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF,4,wallet,1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,True,True,5,1LTAoVTsazCtMnQbuS4NDsDLyMptGPBMZF|363307603|16E7dLusS6L9AvoDTMcYwk7w4anPjvpsSh|363092549|1EY2yuaHiFs3GmetrvkdXzR3Q32F6fDym1,wallet|transaction|wallet|transaction|wallet,|0.968632|0.909146|0.98804|0.891562
1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4,4,wallet,1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,True,True,5,1LZwNvzHsAvBWg2Kebn72wAPNmWfiKAzE4|97408977|1hDt8GWJFrkxwzVAwzga9jLoSzX3RGXsi|97066702|1J7weDrdR4Fcp28zUW6Zu5dGkdJnB355Xc,wallet|transaction|wallet|transaction|wallet,|0.92479|0.90251|0.976683|0.891817
279424082,3,wallet,1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,True,True,4,279424082|1EX5vj3fbq7EjCyyfVC4U3bao2zSi1Rsrm|44995911|1KfHxNrU48rdd5Vnh4X4C22gkS9oxGoiVV,transaction|wallet|transaction|wallet,|0.912368|0.989069|0.891589
94654272,3,wallet,1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,True,True,4,94654272|1GM6HKftDnXb2qk7dSEELFabxyGXApR1a5|94372683|1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,transaction|wallet|transaction|wallet,|0.909256|0.985317|0.891497
175046769,3,wallet,16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,True,True,4,175046769|1CB6C2B8RhoNPpfEbEnQvSVYvuqjDLMU73|174759163|16KaRJpecD5xe9bpSqKiGdZig84aP4WAWV,transaction|wallet|transaction|wallet,|0.911175|0.988082|0.891503
205920729,3,wallet,1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,True,True,4,205920729|1CpDhHzAvLnjU6crBde5LN2ELAhE2jbeof|175759710|1PMWKzRpmsESyAdf2QutevLhbYzueBwmh4,transaction|wallet|transaction|wallet,|0.909976|0.983177|0.891521
216384922,3,wallet,1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,True,True,4,216384922|1D4BiGayTzyZDBtwJCYf7GLk6QkrGW8xhX|175758299|1cYjN4WeM58cFF52KRXAs9zZKT26dzPYu,transaction|wallet|transaction|wallet,|0.911234|0.987929|0.891503
340072976,3,wallet,19iL8gi9rQGDroFKbaPf5TH7yRpcAXHHuK,True,True,4,340072976|1Hov9TGdnQ5txMRFnkP3XWz98gRgnzqCqA|339643099|19iL8gi9rQGDroFKbaPf5TH7yRpcAXHHuK,transaction|wallet|transaction|wallet,|0.91307|0.990325|0.863654
15857236,3,wallet,15orKRfof71FC15Gna4cDxR6zo8iEYFALa,True,True,4,15857236|1B7Q3Ba49ccd7D9w67vVKEAUraG3jtpUUs|15857241|15orKRfof71FC15Gna4cDxR6zo8iEYFALa,transaction|wallet|transaction|wallet,|0.910106|0.990006|0.902468
244629239,3,wallet,12CV5js5iBA3viX5SmLukcwa67tS65wbuT,True,True,4,244629239|1EhoHN8rq8GGA11UVHSCy1SWcoohwGyqk5|243781008|12CV5js5iBA3viX5SmLukcwa67tS65wbuT,transaction|wallet|transaction|wallet,|0.911426|0.98905|0.891533
99258743,3,wallet,1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,True,True,4,99258743|15twigU4MNMdy4qyE7P3tssRxQVr5AjbxN|99258746|1JJTrhwDrEeSbcfNHdqvMJG5eXRyrPbPsq,transaction|wallet|transaction|wallet,|0.910214|0.988556|0.891574
194305890,3,wallet,16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,True,True,4,194305890|1Q1rFGRbyDDQyt86mw6JttGoswGJUhaW56|314046178|16vsRJCL9fPTwpfB7RRMzhZ6w9aBBx5W9B,transaction|wallet|transaction|wallet,|0.910901|0.987798|0.891582
272088734,3,wallet,19yYEwstiwMgHCtSfySypF2qBV4qG5rhcU,True,True,4,272088734|12at81gDHtGdvWv3VwuxT9eCaSofQR2A8K|272088740|19yYEwstiwMgHCtSfySypF2qBV4qG5rhcU,transaction|wallet|transaction|wallet,|0.91125|0.985768|0.891642
269503235,3,wallet,1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,True,True,4,269503235|14tTvoRrQqT3NRmQoSvCG5jYGMnPiKx9t6|268792024|1AQ5MkK7cruxM6t7w8kWW3qY2jk7fqE5CV,transaction|wallet|transaction|wallet,|0.911112|0.987192|0.891613
89199852,3,wallet,1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,True,True,4,89199852|115KU5zFdghC4GdoU4d7yknxTb71LW9Sd|145395709|1Me61RgR3CVJycAtGjHdq1VgXMAAvymk69,transaction|wallet|transaction|wallet,|0.910592|0.98711|0.891641
92727932,3,wallet,1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,True,True,4,92727932|12QCnBpR4QYg9ivpXquAxfSdsWsvTHqsCd|92727933|1CFcQwNeZCDbGGvBdHL5kt2fMojryAL7Nu,transaction|wallet|transaction|wallet,|0.910864|0.985604|0.891698
288347142,3,wallet,1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,True,True,4,288347142|1P361HmcVw1ztXr7gYvo6FrB2thhErodhp|288148015|1FGm4k2V8uprKPDWuccZi4oMmu9PTACfGH,transaction|wallet|transaction|wallet,|0.907802|0.985343|0.891706
288354980,3,wallet,13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,True,True,4,288354980|12A7QqFVrYt945mnn5pT9aYP42AUZimXk3|288125316|13Mk7cjBhCAZvcfAKbRHEMas2UPk7Nrfqu,transaction|wallet|transaction|wallet,|0.907198|0.985405|0.891716
67603017,3,wallet,1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,True,True,4,67603017|1F65vGr1ZEMo6frrVh5gRwNXAjsYsGRfEG|70384401|1CAuUW3iszd8UzhMyePwqvzJkRvjdPfLBq,transaction|wallet|transaction|wallet,|0.90807|0.984457|0.891722
114626822,3,wallet,1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,True,True,4,114626822|132Y194a45f32VKuwy7mgc2ASrMvpaeuom|114507940|1MbRAZ6hSBXJWDLtkRCFHKNvTg7TWSxttz,transaction|wallet|transaction|wallet,|0.902377|0.982182|0.891763
71988265,3,wallet,15EwbaS7C6iTq971WCNRr519BDP21nWtkQ,True,True,4,71988265|1LMVzE1Ci765BpqxG7bK55SABLMf3YkfHQ|71450339|15EwbaS7C6iTq971WCNRr519BDP21nWtkQ,transaction|wallet|transaction|wallet,|0.912077|0.965764|0.891907
71988753,3,wallet,1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,True,True,4,71988753|1ERJcygiAXZfvVWv1TjqNpncMuWirsiQXX|71450516|1KRk7mSri4zsTifUbHoHFNsovPDUX2DqJd,transaction|wallet|transaction|wallet,|0.907575|0.964759|0.891925
218400096,3,wallet,1Ark1chKCGBdQh2ZWWHivBzUWpzRrzo7dZ,True,True,4,218400096|1MKNjXd16X5LuoxbKy2KcfW28oZpE7DavN|218091577|1Ark1chKCGBdQh2ZWWHivBzUWpzRrzo7dZ,transaction|wallet|transaction|wallet,|0.903051|0.974613|0.891875
12AzKwSbqKHMdWQK2zsHnef8F48rEHGgEZ,3,transaction,291338524,True,True,4,12AzKwSbqKHMdWQK2zsHnef8F48rEHGgEZ|298732576|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990381|0.91336|0.990383
12uLxFVwazvdf3AQ4Ei4pW13Q53reaurLi,3,transaction,163652487,True,True,4,12uLxFVwazvdf3AQ4Ei4pW13Q53reaurLi|166490287|13FCZb6mwQupCscxmqwRgAg4i4T4thiWoV|163652487,wallet|transaction|wallet|transaction,|0.988346|0.910914|0.990362
13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu,3,transaction,291338524,True,True,4,13XXXsxSp4TjBLR6TGbsyknFMNWzYniwbu|254428878|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990381|0.91336|0.990383
13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh,3,transaction,291338524,True,True,4,13aa4LcxnkJkhjaQd97qtWPxaHZA3msDXh|166072787|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990381|0.91336|0.990383
13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a,3,transaction,291338524,True,True,4,13fPMfrBDQVpa4TqvPRbYVEszJF8Ftwc6a|163667312|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990381|0.91336|0.990383
13fdWpLnSTkfmqtXj3NRSEmATJRKJPhPQY,3,transaction,209946514,True,True,4,13fdWpLnSTkfmqtXj3NRSEmATJRKJPhPQY|211088962|1EXE8bpeeEqjoZ3D4b3Vz1HN5WZgkYzJqg|209946514,wallet|transaction|wallet|transaction,|0.990125|0.910404|0.989971
13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU,3,transaction,291338524,True,True,4,13ruUZnEJabBo1vJ5Tghnwuo2p9hMf4epU|163660881|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990382|0.91336|0.990383
13sLZpFwyZgTBZ5GBNGqLJcmzmV4e4Z2Gc,3,transaction,163652487,True,True,4,13sLZpFwyZgTBZ5GBNGqLJcmzmV4e4Z2Gc|163823992|13FCZb6mwQupCscxmqwRgAg4i4T4thiWoV|163652487,wallet|transaction|wallet|transaction,|0.989415|0.910914|0.990362
15mK2eXUyk8kUCPJCw1i5n9sNAGXxaQN7X,3,transaction,291338524,True,True,4,15mK2eXUyk8kUCPJCw1i5n9sNAGXxaQN7X|21627002|39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction|wallet|transaction,|0.990381|0.91336|0.990383
